Application_ID,Plot_Area,Zone_Type,FSI_Allowed,FSI_Used,Floors,Building_Height,Front_Setback,Rear_Setback,Side_Setback,Parking_Spaces_Required,Parking_Spaces_Provided,Road_Width,Fire_NOC,Env_NOC,Traffic_NOC,Green_Area_Percentage,Zone_Compliance,Approval_Status,Rejection_Reasons
APP000203,2059,Residential,2.0,2.21,8,55.01,5.72,4.82,3.97,6,2,17.17,1,1,1,30.34,1,0,"FSIExceeded, ParkingDeficit"
APP000204,2485,Mixed-use,1.2,0.96,3,36.42,6.49,5.29,3.7,10,5,8.72,1,0,1,5.28,1,0,"ParkingDeficit, MissingNOC"
APP000205,3019,Mixed-use,1.8,1.77,18,25.98,3.22,5.98,5.12,23,33,6.44,1,1,1,6.28,1,1,None
APP000206,4836,Commercial,1.8,1.55,17,43.26,4.93,5.65,5.46,44,44,21.03,1,0,1,8.06,1,0,MissingNOC
APP000207,1902,Commercial,2.8,2.98,16,15.02,2.24,1.56,2.25,45,45,20.85,1,1,1,26.44,1,0,"FSIExceeded, SetbackDeficit"
APP000208,4161,Residential,1.5,1.23,13,58.27,7.35,6.5,4.32,45,55,25.69,1,1,1,25.56,1,1,None
APP000209,3469,Residential,2.0,1.56,4,41.19,5.28,5.89,4.23,49,49,24.3,1,1,1,17.84,1,1,None
APP000210,362,Residential,2.0,2.36,3,8.72,3.77,4.88,5.91,31,37,27.06,0,1,1,12.58,1,0,"FSIExceeded, MissingNOC"
APP000211,723,Residential,1.2,0.98,11,34.14,6.46,5.6,5.56,34,38,13.02,1,1,1,24.51,1,1,None
APP000212,1116,Industrial,3.0,2.15,2,46.27,2.78,2.07,1.97,39,44,15.92,1,1,1,5.77,1,0,SetbackDeficit
APP000213,3743,Residential,1.8,1.63,18,20.28,6.8,6.49,3.11,38,37,7.49,1,1,1,25.15,1,0,ParkingDeficit
APP000214,2149,Residential,3.0,3.05,4,7.8,6.16,6.68,5.99,46,50,15.87,1,1,1,0.48,1,0,FSIExceeded
APP000215,3823,Mixed-use,3.0,2.61,17,31.9,5.17,3.39,4.9,39,49,11.27,1,1,1,5.78,1,1,None
APP000216,4648,Residential,1.2,0.91,6,50.85,2.16,2.53,2.85,8,3,25.33,1,1,1,28.32,1,0,"SetbackDeficit, ParkingDeficit"
APP000217,3208,Mixed-use,3.0,2.41,10,18.83,6.98,4.17,4.12,4,14,21.75,1,1,1,34.96,1,1,None
APP000218,4190,Mixed-use,3.0,2.45,11,44.44,5.66,5.26,5.38,44,49,24.76,1,1,1,3.02,1,1,None
APP000219,2156,Commercial,1.2,1.28,5,27.43,3.39,6.48,4.86,41,39,20.22,1,1,1,25.55,1,0,"FSIExceeded, ParkingDeficit"
APP000220,3270,Residential,2.2,1.95,18,8.28,7.56,3.57,4.38,33,39,20.35,0,1,1,2.48,1,0,MissingNOC
APP000221,1782,Residential,3.0,2.23,10,21.72,4.28,3.04,5.41,37,47,11.65,1,1,1,35.16,1,1,None
APP000222,2355,Residential,1.8,1.8,9,22.26,2.51,1.74,2.16,43,38,22.08,1,1,1,15.67,1,0,"SetbackDeficit, ParkingDeficit"
APP000223,1254,Residential,1.2,0.95,16,54.76,5.94,5.56,4.27,42,52,9.46,1,1,1,29.65,1,1,None
APP000224,4599,Residential,2.5,2.13,10,59.0,7.23,3.8,4.15,46,49,12.62,1,1,1,6.91,0,0,ZoningViolation
APP000225,3291,Mixed-use,3.0,2.82,10,16.54,4.19,5.29,4.72,20,23,10.32,1,1,1,34.45,1,1,None
APP000226,1796,Residential,2.2,1.58,4,28.68,1.94,2.96,2.48,32,35,28.79,1,1,1,17.17,1,0,SetbackDeficit
APP000227,4091,Commercial,1.8,1.36,14,58.72,5.83,5.74,5.23,31,37,27.55,0,0,1,8.35,1,0,MissingNOC
APP000228,4823,Residential,1.0,0.81,8,27.4,6.03,4.99,5.71,48,54,27.0,1,1,1,22.9,1,1,None
APP000229,4782,Commercial,1.8,1.77,1,24.2,6.99,5.43,4.06,38,45,29.04,1,1,1,11.53,1,1,None
APP000230,1748,Mixed-use,1.5,1.46,16,11.04,6.1,5.71,5.16,26,26,20.7,1,1,1,11.48,1,1,None
APP000231,1545,Residential,2.5,1.78,17,46.43,7.19,5.51,5.71,14,20,27.47,1,1,1,4.58,1,1,None
APP000232,4299,Residential,2.0,1.77,10,29.59,4.54,4.76,4.74,13,13,13.0,1,1,1,8.56,1,1,None
APP000233,4023,Commercial,1.5,1.15,6,40.13,3.45,4.18,5.24,10,10,15.23,1,1,1,31.91,1,1,None
APP000234,353,Commercial,1.2,1.03,7,33.04,3.66,5.16,5.91,41,45,17.21,1,1,1,20.94,1,1,None
APP000235,3283,Commercial,1.2,1.08,18,14.6,7.57,6.32,3.77,10,5,8.15,1,1,0,14.2,1,0,"ParkingDeficit, MissingNOC"
APP000236,2657,Residential,2.0,2.41,2,14.7,5.41,6.23,5.24,46,54,25.79,1,1,1,37.17,1,0,FSIExceeded
APP000237,198,Residential,2.8,3.55,9,56.69,3.58,6.85,3.42,28,33,8.86,1,1,1,31.9,1,0,FSIExceeded
APP000238,2300,Mixed-use,2.8,2.4,5,53.92,2.78,2.58,2.96,42,42,25.19,1,1,1,12.41,1,0,SetbackDeficit
APP000239,3061,Mixed-use,2.0,1.42,8,38.58,2.7,2.05,2.68,32,36,28.13,1,1,1,4.43,1,0,SetbackDeficit
APP000240,4533,Residential,1.2,1.16,5,5.07,5.68,4.82,5.02,7,6,19.63,1,1,1,7.37,1,0,ParkingDeficit
APP000241,3877,Industrial,1.8,1.31,15,28.83,5.92,6.29,5.82,30,31,9.98,1,1,1,27.01,1,1,None
APP000242,2969,Residential,2.5,1.88,8,34.17,4.17,3.1,5.65,31,41,16.48,1,0,1,22.52,1,0,MissingNOC
APP000243,3334,Residential,2.2,2.67,5,29.72,7.58,3.89,3.19,39,47,9.33,1,0,1,39.23,1,0,"FSIExceeded, MissingNOC"
APP000244,3891,Residential,2.5,2.33,5,55.9,7.55,4.21,4.22,12,21,8.86,1,1,1,0.54,1,1,None
APP000245,1056,Residential,2.0,1.42,20,7.25,7.73,4.22,4.48,43,44,24.15,0,1,1,35.07,1,0,MissingNOC
APP000246,4167,Residential,1.2,1.19,17,41.02,7.44,3.54,4.36,47,43,15.43,1,1,1,0.57,1,0,ParkingDeficit
APP000247,260,Residential,2.8,2.2,9,22.26,6.72,6.78,4.26,7,14,6.0,1,1,1,16.99,1,1,None
APP000248,4593,Residential,1.2,0.94,2,35.77,3.77,4.66,3.3,40,48,7.16,1,1,1,36.66,1,1,None
APP000249,1400,Commercial,2.8,3.22,1,41.08,5.04,6.81,3.1,42,45,25.63,1,1,1,26.34,1,0,FSIExceeded
APP000250,4087,Commercial,2.5,2.38,11,29.25,5.22,6.8,5.57,32,29,20.87,1,1,1,23.33,1,0,ParkingDeficit
APP000251,1627,Commercial,1.5,1.44,15,13.16,6.43,5.18,5.93,36,43,26.27,1,1,1,12.54,1,1,None
APP000252,1318,Mixed-use,1.8,1.53,1,33.55,4.99,3.76,3.37,13,19,12.57,1,1,1,38.65,1,1,None
APP000253,4596,Residential,2.5,2.06,7,56.31,5.27,5.65,4.93,49,58,13.54,1,1,1,6.73,1,1,None
APP000254,4835,Commercial,1.8,2.22,19,34.47,3.11,6.15,3.73,46,46,20.8,1,1,1,10.8,1,0,FSIExceeded
APP000255,3204,Commercial,3.0,2.95,15,11.76,5.82,3.27,5.3,7,10,21.96,1,1,1,18.12,1,1,None
APP000256,2835,Residential,2.5,1.81,6,50.33,4.08,6.48,3.99,46,49,6.64,1,1,1,5.05,1,1,None
APP000257,4655,Residential,1.0,1.03,20,17.2,7.5,3.01,5.58,27,25,27.77,1,1,1,16.94,1,0,"FSIExceeded, ParkingDeficit"
APP000258,1054,Residential,1.0,0.85,10,25.36,3.65,4.0,3.52,38,42,25.18,0,1,1,1.57,1,0,MissingNOC
APP000259,4665,Industrial,1.8,1.39,12,28.58,3.13,3.06,5.37,33,37,9.16,1,1,1,36.96,1,1,None
APP000260,3546,Residential,3.0,2.99,13,23.68,4.62,3.7,3.16,5,15,6.25,1,1,1,12.89,1,1,None
APP000261,1145,Industrial,1.8,1.52,15,27.24,5.63,5.98,4.43,41,49,24.46,1,1,1,25.35,1,1,None
APP000262,1793,Commercial,2.0,2.23,19,48.75,5.57,3.44,4.51,4,6,27.67,1,1,1,34.82,0,0,"FSIExceeded, ZoningViolation"
APP000263,3536,Commercial,1.0,0.78,17,17.28,1.56,2.67,2.79,3,10,13.73,1,1,1,32.73,1,0,SetbackDeficit
APP000264,662,Industrial,1.2,0.88,13,30.87,5.29,6.86,3.18,21,25,13.7,0,1,0,34.94,1,0,MissingNOC
APP000265,2585,Commercial,1.8,1.28,2,6.1,5.01,5.74,4.47,20,17,18.35,1,1,1,28.81,1,0,ParkingDeficit
APP000266,3454,Residential,1.8,2.26,18,32.92,1.61,1.62,2.41,40,44,22.19,1,1,1,7.75,1,0,"FSIExceeded, SetbackDeficit"
APP000267,325,Residential,2.2,1.85,11,11.14,4.38,5.53,4.65,13,16,21.54,1,1,0,14.66,1,0,MissingNOC
APP000268,4993,Industrial,2.2,2.01,5,20.52,7.97,5.12,4.36,37,45,24.06,1,1,1,20.48,1,1,None
APP000269,1059,Residential,2.8,2.15,4,22.87,3.5,5.81,5.56,43,50,8.74,1,1,1,13.48,1,1,None
APP000270,4648,Residential,3.0,2.97,2,9.53,6.84,5.88,3.65,29,31,18.48,1,1,0,38.21,1,0,MissingNOC
APP000271,3167,Residential,1.0,0.91,16,24.83,4.14,4.36,4.36,10,19,18.15,1,1,0,32.27,1,0,MissingNOC
APP000272,915,Mixed-use,1.0,0.7,7,32.39,3.48,4.71,5.0,45,53,28.8,1,1,1,31.96,1,1,None
APP000273,4854,Residential,2.2,1.99,8,28.71,3.76,6.69,3.2,12,16,28.04,1,1,1,14.44,1,1,None
APP000274,4742,Commercial,1.8,1.3,8,20.42,3.47,3.39,5.22,31,38,24.01,1,1,1,30.19,1,1,None
APP000275,3220,Residential,1.8,1.5,2,21.22,5.78,5.35,4.68,3,12,27.05,1,0,1,24.56,1,0,MissingNOC
APP000276,116,Residential,1.0,0.79,15,39.85,3.61,4.41,5.0,39,43,23.89,1,1,1,15.01,1,1,None
APP000277,1343,Commercial,3.0,2.88,5,44.51,7.34,5.88,5.91,39,48,23.29,1,1,1,12.33,1,1,None
APP000278,2305,Residential,1.5,1.19,19,36.71,4.76,5.31,3.64,34,34,11.18,1,1,1,31.55,1,1,None
APP000279,2624,Commercial,2.0,1.46,10,58.69,4.12,3.43,5.54,8,7,20.81,1,1,1,23.87,1,0,ParkingDeficit
APP000280,1169,Commercial,1.0,0.8,9,56.97,6.81,5.3,5.42,45,51,27.99,1,1,1,1.48,1,1,None
APP000281,3544,Industrial,2.8,2.83,20,10.42,7.87,6.27,4.84,22,30,24.0,1,1,1,0.87,1,0,FSIExceeded
APP000282,2665,Residential,1.5,1.44,8,19.38,3.13,6.72,5.49,13,20,20.51,1,1,1,33.68,1,1,None
APP000283,1160,Industrial,1.0,0.8,5,52.76,3.9,5.81,3.93,22,25,12.2,1,1,1,3.59,1,1,None
APP000284,2427,Commercial,2.2,2.32,19,6.63,3.03,6.48,4.7,24,20,22.29,1,1,1,20.77,1,0,"FSIExceeded, ParkingDeficit"
APP000285,3520,Industrial,1.0,0.87,13,37.57,3.71,5.53,3.09,7,16,14.33,0,1,0,24.35,1,0,MissingNOC
APP000286,401,Residential,1.5,1.05,14,57.5,4.08,4.68,4.02,15,20,7.57,1,1,1,36.64,1,1,None
APP000287,4376,Residential,2.0,1.46,8,42.33,6.61,6.11,4.7,33,40,11.74,1,1,1,20.58,1,1,None
APP000288,706,Mixed-use,1.8,1.79,16,10.06,3.26,3.63,4.85,46,52,15.34,1,1,1,7.76,1,1,None
APP000289,3270,Industrial,2.5,2.85,5,46.13,4.36,5.65,4.46,14,14,29.92,1,1,1,10.43,1,0,FSIExceeded
APP000290,799,Residential,2.2,1.66,1,25.71,4.37,6.02,3.34,28,25,24.24,1,1,1,1.95,1,0,ParkingDeficit
APP000291,1239,Residential,1.5,1.15,19,55.68,4.42,5.71,4.46,12,12,12.71,1,1,1,8.88,1,1,None
APP000292,290,Residential,2.8,2.95,19,20.75,3.23,4.58,4.8,33,36,24.3,1,1,1,32.61,1,0,FSIExceeded
APP000293,2400,Residential,2.8,2.51,17,31.03,4.51,3.84,3.41,4,10,14.58,1,1,1,30.28,1,1,None
APP000294,1080,Residential,1.2,1.08,10,46.06,4.64,3.03,5.24,3,8,20.59,1,1,1,3.28,1,1,None
APP000295,3075,Residential,2.5,2.64,5,19.16,4.9,5.81,4.5,31,39,24.35,0,1,1,19.18,1,0,"FSIExceeded, MissingNOC"
APP000296,1284,Industrial,1.0,1.2,7,15.0,7.03,3.29,5.59,3,2,23.78,1,1,1,12.07,1,0,"FSIExceeded, ParkingDeficit"
APP000297,3427,Residential,1.2,1.15,16,5.15,3.09,6.68,5.59,40,37,9.36,1,1,1,26.0,0,0,"ParkingDeficit, ZoningViolation"
APP000298,3494,Commercial,2.8,3.07,3,31.84,5.87,5.84,4.25,30,40,25.81,1,1,1,38.45,1,0,FSIExceeded
APP000299,227,Residential,1.0,0.97,12,56.07,3.1,4.3,5.4,23,31,28.15,1,1,1,25.23,1,1,None
APP000300,2165,Residential,1.2,1.06,14,20.48,7.16,6.68,3.26,26,26,11.6,1,1,1,29.83,1,1,None
APP000301,1916,Residential,1.0,0.91,20,7.39,4.22,5.36,4.57,43,40,13.91,1,1,0,15.93,1,0,"ParkingDeficit, MissingNOC"
APP000302,669,Residential,2.0,2.03,1,39.12,4.55,4.36,4.0,47,53,28.52,1,1,1,1.31,1,0,FSIExceeded
APP000303,1995,Commercial,2.5,1.86,7,8.09,5.55,3.46,4.53,20,27,29.61,1,1,1,16.72,1,1,None
APP000304,2833,Industrial,2.2,1.56,18,32.88,2.02,2.58,2.72,17,27,16.88,1,1,1,20.43,1,0,SetbackDeficit
APP000305,3963,Residential,2.2,1.78,4,25.98,4.18,3.59,3.59,18,24,6.83,1,0,1,19.71,1,0,MissingNOC
APP000306,4821,Residential,2.2,1.92,16,31.15,6.8,5.62,3.53,28,28,28.39,1,1,1,9.34,1,1,None
APP000307,4114,Residential,2.8,2.32,11,13.95,5.47,6.02,5.28,44,51,6.61,1,1,1,19.0,1,1,None
APP000308,3001,Industrial,2.0,2.13,18,9.96,7.62,5.26,4.91,20,28,13.93,1,1,1,28.72,1,0,FSIExceeded
APP000309,1786,Commercial,2.5,2.41,16,46.19,7.32,5.51,3.45,44,54,8.15,1,1,1,12.46,1,1,None
APP000310,3109,Residential,1.5,1.48,7,18.51,5.21,4.21,3.82,43,47,18.28,1,1,1,25.36,1,1,None
APP000311,254,Commercial,3.0,2.2,3,49.02,5.54,4.24,4.36,31,33,6.9,1,1,1,6.13,1,1,None
APP000312,2637,Industrial,1.5,1.13,5,46.71,7.16,3.31,5.59,15,20,11.41,1,1,1,11.12,0,0,ZoningViolation
APP000313,1509,Residential,2.2,2.18,18,15.91,2.42,2.26,2.19,47,51,17.01,1,1,1,35.36,1,0,SetbackDeficit
APP000314,4157,Residential,1.5,1.43,17,54.96,6.96,6.58,4.35,43,47,7.78,1,0,1,25.06,1,0,MissingNOC
APP000315,884,Mixed-use,1.0,0.81,1,13.87,6.26,4.29,4.43,33,41,17.53,1,1,1,3.43,1,1,None
APP000316,3275,Commercial,1.0,0.77,16,48.84,3.31,3.41,5.7,24,29,12.36,1,1,1,10.59,1,1,None
APP000317,4441,Residential,1.5,1.67,15,28.13,6.57,5.02,3.52,37,38,12.41,1,1,1,39.76,1,0,FSIExceeded
APP000318,2906,Residential,1.8,1.65,13,15.07,5.19,4.76,4.57,11,20,28.49,1,1,1,10.8,1,1,None
APP000319,637,Residential,1.2,0.91,7,56.6,4.86,4.13,4.23,39,39,22.57,1,0,1,23.22,1,0,MissingNOC
APP000320,1941,Residential,3.0,2.13,3,57.98,5.99,6.16,4.94,30,37,28.31,1,1,1,22.01,1,1,None
APP000321,2555,Commercial,2.8,2.13,13,33.13,3.47,5.71,3.85,12,20,19.82,1,1,1,16.09,1,1,None
APP000322,624,Residential,1.5,1.92,16,30.8,6.28,6.63,5.62,39,48,27.77,1,1,1,1.35,1,0,FSIExceeded
APP000323,3050,Commercial,2.5,3.12,1,54.55,5.91,3.57,4.05,16,22,26.1,1,1,1,11.37,1,0,FSIExceeded
APP000324,4231,Industrial,1.8,1.79,1,37.79,2.54,2.08,2.39,33,37,29.95,1,1,1,38.13,1,0,SetbackDeficit
APP000325,4880,Residential,2.0,1.46,16,19.63,1.96,2.06,2.68,28,34,18.07,1,1,1,0.77,1,0,SetbackDeficit
APP000326,4215,Residential,1.8,1.99,2,28.39,6.35,6.32,5.22,39,46,22.71,1,1,1,28.63,1,0,FSIExceeded
APP000327,2468,Residential,3.0,2.48,18,50.98,5.63,5.58,4.27,2,3,9.86,1,1,1,35.71,1,1,None
APP000328,3947,Commercial,2.5,1.93,18,52.28,4.81,3.72,3.64,42,50,28.55,1,1,1,30.5,1,1,None
APP000329,4595,Residential,1.8,1.69,5,56.66,2.22,1.84,1.7,15,19,15.57,1,1,1,12.93,1,0,SetbackDeficit
APP000330,2801,Commercial,2.8,2.78,5,20.85,7.22,3.4,5.31,4,0,28.0,1,1,1,20.82,1,0,ParkingDeficit
APP000331,1071,Industrial,1.2,1.34,8,42.4,7.42,3.15,4.01,31,37,8.42,1,0,1,34.7,1,0,"FSIExceeded, MissingNOC"
APP000332,1266,Residential,2.5,1.92,9,8.76,3.66,4.51,3.49,32,34,18.37,1,1,1,39.02,1,1,None
APP000333,2874,Mixed-use,1.0,0.8,14,44.92,6.86,6.24,3.5,2,4,6.03,1,1,0,3.88,0,0,"MissingNOC, ZoningViolation"
APP000334,2082,Mixed-use,2.8,2.55,13,35.98,5.05,5.71,3.71,47,53,15.98,1,1,1,4.97,1,1,None
APP000335,953,Residential,2.2,1.9,18,18.74,4.42,5.99,4.35,15,15,8.0,1,1,1,38.23,1,1,None
APP000336,4246,Residential,2.0,1.48,4,41.0,4.55,6.23,4.41,37,42,16.78,1,1,1,34.9,1,1,None
APP000337,3836,Mixed-use,3.0,2.42,18,12.44,4.84,6.79,5.95,47,45,19.34,1,1,1,8.44,1,0,ParkingDeficit
APP000338,3869,Mixed-use,3.0,2.38,20,23.36,4.41,4.53,4.58,37,43,26.45,1,1,1,38.8,1,1,None
APP000339,674,Residential,1.5,1.34,15,27.05,2.72,2.69,1.71,44,47,13.09,1,1,1,8.36,1,0,SetbackDeficit
APP000340,3361,Residential,3.0,2.43,7,47.74,6.21,6.5,4.66,42,50,19.6,1,1,1,3.54,1,1,None
APP000341,1248,Residential,3.0,3.71,13,21.98,7.23,6.4,3.86,44,50,7.59,1,1,1,27.28,1,0,FSIExceeded
APP000342,1815,Mixed-use,1.2,0.93,2,7.7,4.36,6.62,3.44,16,19,27.92,1,1,1,21.59,1,1,None
APP000343,4877,Residential,2.0,1.99,9,14.94,7.73,3.89,4.35,39,39,16.84,1,1,1,9.59,1,1,None
APP000344,3954,Residential,1.2,1.34,5,38.45,3.13,3.21,4.51,26,28,12.06,1,1,1,37.13,1,0,FSIExceeded
APP000345,2591,Industrial,1.0,0.92,1,5.84,7.97,4.5,3.08,45,40,17.12,1,1,1,16.17,1,0,ParkingDeficit
APP000346,2760,Residential,2.5,2.8,19,48.57,2.75,2.47,2.68,46,48,17.56,1,1,1,16.12,1,0,"FSIExceeded, SetbackDeficit"
APP000347,3224,Commercial,1.8,1.61,20,54.56,4.43,6.32,5.09,15,23,23.84,1,1,1,25.27,1,1,None
APP000348,3151,Residential,2.0,1.7,19,32.25,6.53,4.79,3.02,25,30,29.39,1,1,1,9.23,1,1,None
APP000349,104,Industrial,1.8,1.75,13,43.92,4.28,6.34,4.65,44,42,10.47,1,1,1,23.47,0,0,"ParkingDeficit, ZoningViolation"
APP000350,4969,Residential,2.2,1.68,6,30.45,5.64,3.44,3.86,3,11,7.31,0,1,1,14.56,1,0,MissingNOC
APP000351,976,Commercial,1.2,0.98,10,21.98,3.24,4.68,5.38,35,32,21.74,1,1,1,27.8,1,0,ParkingDeficit
APP000352,1091,Commercial,2.8,2.46,11,14.07,3.55,6.62,4.79,24,19,27.23,1,1,1,9.91,1,0,ParkingDeficit
APP000353,4242,Residential,1.8,1.59,16,33.5,5.58,3.97,3.43,9,14,19.56,1,0,0,7.42,1,0,MissingNOC
APP000354,4464,Residential,2.8,1.97,1,56.14,6.07,3.96,4.25,6,15,7.92,1,1,1,9.99,1,1,None
APP000355,4565,Residential,1.5,1.43,19,53.95,3.43,6.9,3.2,30,33,16.12,1,1,1,37.44,1,1,None
APP000356,735,Residential,2.0,1.42,5,55.58,5.54,6.95,4.66,44,51,21.71,1,1,1,33.97,1,1,None
APP000357,1793,Industrial,1.5,1.56,6,58.15,5.35,5.54,5.94,34,36,13.87,1,1,1,33.16,1,0,FSIExceeded
APP000358,1782,Industrial,2.5,2.94,6,14.09,3.08,6.15,4.03,21,29,26.28,1,1,1,31.23,1,0,FSIExceeded
APP000359,4852,Residential,1.5,1.42,5,13.06,6.14,6.09,5.21,17,17,11.39,1,1,1,25.48,1,1,None
APP000360,219,Commercial,2.8,2.49,6,28.53,3.22,5.18,5.44,38,41,14.75,1,1,1,3.94,1,1,None
APP000361,930,Commercial,3.0,3.26,13,42.91,6.9,4.86,5.09,49,49,27.99,1,1,1,12.99,1,0,FSIExceeded
APP000362,3775,Industrial,1.2,0.98,1,29.18,7.06,3.25,5.33,38,44,19.77,1,1,1,22.47,1,1,None
APP000363,1469,Residential,1.5,1.12,1,54.08,4.47,3.18,3.6,43,45,6.15,1,1,1,4.23,1,1,None
APP000364,840,Residential,2.5,2.14,14,44.46,7.67,5.06,5.97,42,51,11.86,1,1,1,1.2,1,1,None
APP000365,216,Residential,2.0,2.6,8,39.87,4.27,6.01,3.57,25,29,24.08,1,1,1,3.74,1,0,FSIExceeded
APP000366,2938,Residential,2.5,2.26,9,8.91,6.9,6.46,4.0,30,33,7.25,1,1,1,4.32,1,1,None
APP000367,1250,Residential,1.2,1.03,10,14.64,4.84,6.56,5.23,36,43,29.83,1,0,1,4.38,1,0,MissingNOC
APP000368,2031,Residential,1.8,1.6,6,28.55,2.08,2.95,2.24,10,12,27.55,1,1,1,7.61,1,0,SetbackDeficit
APP000369,1112,Residential,1.0,1.2,9,58.7,7.62,5.08,5.4,23,26,11.37,1,1,0,19.96,1,0,"FSIExceeded, MissingNOC"
APP000370,1764,Commercial,2.0,1.5,18,23.39,3.39,5.41,5.47,21,28,27.49,0,1,1,11.42,1,0,MissingNOC
APP000371,1181,Residential,2.8,1.96,15,39.65,4.61,3.32,4.98,41,40,22.79,1,1,1,34.41,1,0,ParkingDeficit
APP000372,4829,Residential,1.0,1.28,4,59.39,6.01,4.7,5.07,5,6,16.21,1,0,0,35.05,0,0,"FSIExceeded, MissingNOC, ZoningViolation"
APP000373,612,Residential,2.5,2.57,2,19.52,3.21,6.48,4.06,44,46,10.71,1,1,1,36.81,1,0,FSIExceeded
APP000374,2949,Residential,2.5,1.92,6,14.17,1.91,2.96,2.91,37,43,10.81,1,1,0,18.85,1,0,"SetbackDeficit, MissingNOC"
APP000375,659,Commercial,2.5,2.0,17,35.05,6.19,4.45,5.4,13,12,20.26,1,1,1,30.96,1,0,ParkingDeficit
APP000376,3772,Residential,1.0,0.81,7,35.35,7.76,3.57,4.82,24,31,15.99,0,1,1,23.64,1,0,MissingNOC
APP000377,4683,Residential,1.5,1.16,20,55.7,3.17,3.27,5.34,40,39,20.28,1,0,1,5.77,1,0,"ParkingDeficit, MissingNOC"
APP000378,3443,Residential,1.2,1.1,15,6.45,4.91,5.27,4.82,9,10,13.93,1,1,1,25.43,1,1,None
APP000379,4170,Residential,2.0,1.85,2,27.41,7.74,4.49,5.29,11,18,11.52,1,1,1,33.48,1,1,None
APP000380,4899,Residential,1.2,1.17,12,22.18,5.65,4.59,4.95,24,25,26.08,1,1,0,13.92,1,0,MissingNOC
APP000381,1570,Industrial,2.0,2.56,10,36.41,3.57,5.94,4.5,30,31,28.08,1,1,1,29.87,1,0,FSIExceeded
APP000382,680,Residential,2.0,1.44,17,5.51,5.81,4.05,3.78,46,55,22.93,1,1,1,30.98,1,1,None
APP000383,2394,Residential,1.8,1.57,18,44.11,7.98,4.14,5.75,33,32,9.88,1,1,1,25.74,0,0,"ParkingDeficit, ZoningViolation"
APP000384,3247,Residential,2.5,2.47,16,31.67,3.61,6.41,4.36,15,21,8.22,1,1,1,35.33,1,1,None
APP000385,4349,Residential,2.2,2.24,10,43.54,2.16,1.63,2.52,17,24,18.94,1,1,1,5.79,1,0,"FSIExceeded, SetbackDeficit"
APP000386,1779,Commercial,1.2,1.16,8,29.63,4.6,4.39,3.19,40,46,19.21,0,1,1,33.74,1,0,MissingNOC
APP000387,3606,Commercial,1.8,2.19,13,31.08,7.46,6.41,5.14,49,44,21.34,1,1,1,24.43,1,0,"FSIExceeded, ParkingDeficit"
APP000388,2844,Commercial,2.5,2.1,16,54.26,2.45,2.68,2.26,18,27,27.75,1,1,1,34.23,1,0,SetbackDeficit
APP000389,3456,Residential,3.0,3.39,8,16.6,4.0,3.56,5.37,21,23,21.52,1,1,1,21.31,1,0,FSIExceeded
APP000390,4145,Residential,3.0,3.13,12,16.96,5.77,4.48,5.41,13,23,27.99,1,1,1,13.12,1,0,FSIExceeded
APP000391,1343,Industrial,1.5,1.11,17,35.77,6.06,3.34,3.93,10,20,8.82,0,1,1,35.89,1,0,MissingNOC
APP000392,3218,Mixed-use,1.0,0.82,16,41.31,2.57,2.28,2.65,9,11,23.02,1,1,1,35.1,1,0,SetbackDeficit
APP000393,2241,Residential,3.0,2.96,9,24.51,3.37,6.89,4.93,42,42,28.26,1,1,1,10.71,1,1,None
APP000394,3159,Residential,2.8,2.44,19,33.57,6.4,4.38,5.63,38,41,17.11,1,1,1,29.76,1,1,None
APP000395,4648,Residential,2.5,2.7,17,17.53,6.2,3.73,5.9,22,30,29.22,0,1,1,3.65,1,0,"FSIExceeded, MissingNOC"
APP000396,3059,Residential,2.2,1.88,8,12.48,7.55,3.22,3.37,43,42,19.26,1,1,1,3.44,1,0,ParkingDeficit
APP000397,2365,Residential,2.5,2.07,12,18.1,3.82,4.29,5.13,33,40,28.63,1,1,1,20.46,1,1,None
APP000398,2579,Residential,3.0,2.14,9,55.4,7.7,6.58,5.54,38,48,23.96,1,1,1,1.43,1,1,None
APP000399,4746,Commercial,2.2,2.48,6,49.1,6.18,5.2,3.38,47,57,16.99,1,0,1,17.35,1,0,"FSIExceeded, MissingNOC"
APP000400,1735,Residential,1.5,1.1,10,12.71,5.67,5.01,3.51,19,27,6.82,0,1,1,31.63,1,0,MissingNOC
APP000401,1857,Residential,1.5,1.24,9,7.56,1.73,2.48,2.57,30,38,21.78,1,1,1,35.58,1,0,SetbackDeficit
APP000402,4552,Residential,1.8,1.46,4,10.13,7.21,5.25,5.48,8,8,12.1,1,1,1,10.19,1,1,None
APP000403,2170,Industrial,2.8,2.72,11,21.14,3.23,5.57,4.73,41,46,12.93,1,1,1,3.08,1,1,None
APP000404,2949,Residential,3.0,2.69,6,49.62,6.83,4.67,4.92,38,47,6.47,1,1,1,25.23,1,1,None
APP000405,3351,Commercial,2.8,2.58,18,22.68,6.14,4.16,5.87,7,14,19.38,1,0,1,10.59,1,0,MissingNOC
APP000406,3830,Residential,1.2,0.91,4,15.21,7.02,5.74,3.89,21,28,12.94,1,0,1,0.94,1,0,MissingNOC
APP000407,2589,Commercial,1.8,1.28,12,26.77,3.3,4.76,4.45,10,16,29.58,1,1,1,5.25,0,0,ZoningViolation
